Pokemon Id,Pokedex Number,Pokemon Name,Classification,Alternate Form Name,Original Pokemon ID,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Special Event Ability,Special Event Ability Description,Male Ratio,Female Ratio,Base Happiness,Game(s) of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth,Experience Growth Total,Primary Egg Group,Secondary Egg Group,Egg Cycle Count,Pre-Evolution Pokemon Id,Evolution Details
40,892,"""Urshifu""","""Wushu Pokémon""","""Rapid Strike""",39,"""Sub-Legendary""",1.9,105.0,"""Fighting""","""Water""","""Unseen Fist""","""The Pokémon can deal damage with moves that make physical contact, even if the target is protected.""",NULL,NULL,NULL,NULL,NULL,NULL,87.5,12.5,0,"""Sword""",100,130,100,63,60,97,550,0,3,0,0,0,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,38,"""Conquer the Tower of Waters in Galar's Isle of Armor"""
40,892,"""Urshifu""","""Wushu Pokémon""","""Rapid Strike""",39,"""Sub-Legendary""",1.9,105.0,"""Fighting""","""Water""","""Unseen Fist""","""The Pokémon can deal damage with moves that make physical contact, even if the target is protected.""",NULL,NULL,NULL,NULL,NULL,NULL,87.5,12.5,0,"""Sword""",100,130,100,63,60,97,550,0,3,0,0,0,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,38,"""Scroll of Waters"""
1600,892,"""Urshifu""","""Wushu Pokémon""","""Gigantamax""",39,"""Sub-Legendary""",29.0,0.0,"""Fighting""","""Dark""","""Unseen Fist""","""The Pokémon can deal damage with moves that make physical contact, even if the target is protected.""",NULL,NULL,NULL,NULL,NULL,NULL,87.5,12.5,0,"""Sword""",100,130,100,63,60,97,550,0,3,0,0,0,0,3,3,"""Erratic""",600000,"""No Eggs Discovered""",NULL,5,NULL,NULL
1601,892,"""Urshifu""","""Wushu Pokémon""","""Rapid Strike Gigantamax""",39,"""Sub-Legendary""",29.0,0.0,"""Fighting""","""Water""","""Unseen Fist""","""The Pokémon can deal damage with moves that make physical contact, even if the target is protected.""",NULL,NULL,NULL,NULL,NULL,NULL,87.5,12.5,0,"""Sword""",100,130,100,63,60,97,550,0,3,0,0,0,0,3,3,"""Erratic""",600000,"""No Eggs Discovered""",NULL,5,NULL,NULL
1597,893,"""Zarude""","""Rogue Monkey Pokémon""",NULL,NULL,"""Mythical""",1.8,70.0,"""Dark""","""Grass""","""Leaf Guard""","""Prevents status conditions in harsh sunlight.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Sword""",105,120,105,70,95,105,600,0,3,0,0,0,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,NULL,NULL
1598,894,"""Regieleki""","""Electron Pokémon""",NULL,NULL,"""Sub-Legendary""",1.2,145.0,"""Electric""",NULL,"""Transistor""","""Powers up Electric-type moves.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,35,"""Sword""",80,100,50,100,50,200,580,0,0,0,0,0,3,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,NULL,NULL
1599,895,"""Regidrago""","""Dragon Orb Pokémon""",NULL,NULL,"""Sub-Legendary""",2.1,200.0,"""Dragon""",NULL,"""Dragon's Maw""","""Powers up Dragon-type moves.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,35,"""Sword""",200,100,50,100,50,80,580,3,0,0,0,0,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,NULL,NULL
1602,896,"""Glastrier""","""Wild Horse Pokémon""",NULL,NULL,"""Sub-Legendary""",2.2,800.0,"""Ice""",NULL,"""Chilling Neigh""","""When the Pokémon knocks out a target, it utters a chilling neigh, which boosts its Attack stat.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Sword""",100,145,130,65,110,30,580,0,3,0,0,0,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,NULL,NULL
1603,897,"""Spectrier""","""Swift Horse Pokémon""",NULL,NULL,"""Sub-Legendary""",2.0,44.5,"""Ghost""",NULL,"""Grim Neigh""","""When the Pokémon knocks out a target, it utters a terrifying neigh, which boosts its Special Attack stat.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Sword""",100,65,60,145,80,130,580,0,0,0,3,0,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,NULL,NULL
1604,898,"""Calyrex""","""High King Pokémon""","""Ice Rider""",41,"""Legendary""",1.1,7.7,"""Psychic""","""Ice""","""As One""","""This Ability combines the effects of both Calyrex’s Unnerve Ability and Glastrier’s/Spectrier’s Chilling Neigh/Grim Neigh Ability.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Sword""",100,165,150,85,130,50,680,0,3,0,0,0,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,NULL,NULL
1605,898,"""Calyrex""","""High King Pokémon""","""Shadow Rider""",41,"""Legendary""",1.1,7.7,"""Psychic""","""Ghost""","""As One""","""This Ability combines the effects of both Calyrex’s Unnerve Ability and Glastrier’s/Spectrier’s Chilling Neigh/Grim Neigh Ability.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Sword""",100,85,80,165,100,150,680,0,0,0,3,0,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,NULL,NULL
41,898,"""Calyrex""","""King Pokémon""",NULL,NULL,"""Legendary""",1.1,7.7,"""Psychic""","""Grass""","""Unnerve""","""Unnerves opposing Pokémon and makes them unable to eat Berries.""",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,"""Sword""",100,80,80,80,80,80,500,3,0,0,0,0,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,NULL,NULL
1608,899,"""Wyrdeer""","""Big Horn Pokémon""",NULL,NULL,NULL,1.8,95.1,"""Normal""","""Psychic""","""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""","""Frisk""","""When it enters a battle, the Pokémon can check an opposing Pokémon's held item.""","""Sap Sipper""","""Boosts the Attack stat if hit by a Grass-type move instead of taking damage.""",NULL,NULL,50,50,0,"""Legends: Arceus""",103,105,72,105,75,65,525,0,1,0,0,0,0,1,135,"""Slow""",1250000,"""Field""",NULL,20,358,"""Use Psyshield Bash 20 times in Agile Style"""
1616,900,"""Kleavor""","""Axe Pokémon""",NULL,NULL,NULL,1.8,89.0,"""Bug""","""Rock""","""Swarm""","""Powers up Bug-type moves when the Pokémon's HP is low.""","""Sheer Force""","""Removes additional effects to increase the power of moves when attacking.""","""Sharpness""","""Powers up slicing moves.""",NULL,NULL,50,50,0,"""Legends: Arceus""",70,130,95,45,75,85,500,0,2,0,0,0,0,2,115,"""Medium Fast""",1000000,"""Bug""",NULL,25,219,"""Black Augurite on Scyther from Hisui"""
1621,901,"""Ursaluna""","""Peat Pokémon""",NULL,NULL,NULL,2.4,290.0,"""Ground""","""Normal""","""Guts""","""It's so gutsy that having a status condition boosts the Pokémon's Attack stat.""","""Bulletproof""","""Protects the Pokémon from some ball and bomb moves.""","""Unnerve""","""Unnerves opposing Pokémon and makes them unable to eat Berries.""",NULL,NULL,50,50,0,"""Legends: Arceus""",130,140,105,45,80,50,550,0,3,0,0,0,0,3,75,"""Medium Fast""",1000000,"""Field""",NULL,20,341,"""Peat Block During a Full Moon"""
1622,902,"""Basculegion""","""Big Fish Pokémon""","""Female""",1609,NULL,3.0,110.0,"""Water""","""Ghost""","""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""","""Adaptability""","""Powers up moves of the same type as the Pokémon.""","""Mold Breaker""","""Moves can be used on the target regardless of its Abilities.""",NULL,NULL,0,100,0,"""Legends: Arceus""",120,92,65,100,75,78,530,2,0,0,0,0,0,2,135,"""Medium Fast""",1000000,"""Water 2""",NULL,40,1623,"""Receive 294+ Recoil Damage Without Fainting"""
1609,902,"""Basculegion""","""Big Fish Pokémon""",NULL,NULL,NULL,3.0,110.0,"""Water""","""Ghost""","""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""","""Adaptability""","""Powers up moves of the same type as the Pokémon.""","""Mold Breaker""","""Moves can be used on the target regardless of its Abilities.""",NULL,NULL,100,0,0,"""Legends: Arceus""",120,112,65,80,75,78,530,2,0,0,0,0,0,2,135,"""Medium Fast""",1000000,"""Water 2""",NULL,40,1623,"""Receive 294+ Recoil Damage Without Fainting"""
1631,903,"""Sneasler""","""Free Climb Pokémon""",NULL,NULL,NULL,1.3,43.0,"""Fighting""","""Poison""","""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""","""Unburden""","""Boosts the Speed stat if the Pokémon's held item is used or lost.""","""Poison Touch""","""May poison a target when the Pokémon makes contact.""",NULL,NULL,50,50,0,"""Legends: Arceus""",80,130,60,40,80,120,510,0,1,0,0,0,1,2,135,"""Medium Slow""",1059860,"""Field""",NULL,20,1630,"""Razor Claw During the Day"""
1626,904,"""Overqwil""","""Pin Cluster Pokémon""",NULL,NULL,NULL,2.5,60.5,"""Dark""","""Poison""","""Poison Point""","""Contact with the Pokémon may poison the attacker.""","""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""","""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""",NULL,NULL,50,50,0,"""Legends: Arceus""",85,115,95,65,65,85,510,0,1,0,0,0,0,1,135,"""Medium Fast""",1000000,"""Water 2""",NULL,20,1625,"""Use Barb Barrage 20 times in Strong Style"""
1635,905,"""Enamorus""","""Love-Hate Pokémon""",NULL,NULL,"""Sub-Legendary""",1.6,48.0,"""Fairy""","""Flying""","""Healer""","""Sometimes heals an ally's status condition.""",NULL,NULL,"""Contrary""","""Makes stat changes have an opposite effect.""",NULL,NULL,0,100,0,"""Legends: Arceus""",74,115,70,135,80,106,580,0,0,0,3,0,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,NULL,NULL
1636,905,"""Enamorus""","""Love-Hate Pokémon""","""Therian""",1635,"""Sub-Legendary""",1.6,48.0,"""Fairy""","""Flying""","""Overcoat""","""Protects the Pokémon from things like sand, hail, and powder.""",NULL,NULL,NULL,NULL,NULL,NULL,0,100,0,"""Legends: Arceus""",74,115,110,135,100,46,580,0,3,0,0,0,0,3,3,"""Slow""",1250000,"""No Eggs Discovered""",NULL,120,NULL,NULL
1642,906,"""Sprigatito""","""Grass Cat Pokémon""",NULL,NULL,NULL,0.4,4.1,"""Grass""",NULL,"""Overgrow""","""Powers up Grass-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Protean""","""Changes the Pokémon's type to the type of the move it's about to use.""",NULL,NULL,87.5,12.5,50,"""Scarlet""",40,61,54,45,45,65,310,0,0,0,0,0,1,1,45,"""Medium Slow""",1059860,"""Field""","""Grass""",20,NULL,NULL
1666,907,"""Floragato""","""Grass Cat Pokémon""",NULL,NULL,NULL,0.9,12.2,"""Grass""",NULL,"""Overgrow""","""Powers up Grass-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Protean""","""Changes the Pokémon's type to the type of the move it's about to use.""",NULL,NULL,87.5,12.5,50,"""Scarlet""",61,80,63,60,63,83,410,0,0,0,0,0,2,2,45,"""Medium Slow""",1059860,"""Field""","""Grass""",20,1642,"""Level 16"""
1667,908,"""Meowscarada""","""Magician Pokémon""",NULL,NULL,NULL,1.5,31.2,"""Grass""","""Dark""","""Overgrow""","""Powers up Grass-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Protean""","""Changes the Pokémon's type to the type of the move it's about to use.""",NULL,NULL,87.5,12.5,50,"""Scarlet""",76,110,70,81,70,123,530,0,0,0,0,0,3,3,45,"""Medium Slow""",1059860,"""Field""","""Grass""",20,1666,"""Level 36"""
1643,909,"""Fuecoco""","""Fire Croc Pokémon""",NULL,NULL,NULL,0.4,4.1,"""Fire""",NULL,"""Blaze""","""Powers up Fire-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Unaware""","""When attacking, the Pokémon ignores the target Pokémon's stat changes.""",NULL,NULL,87.5,12.5,50,"""Scarlet""",67,45,59,63,40,36,310,1,0,0,0,0,0,1,45,"""Medium Slow""",1059860,"""Field""",NULL,20,NULL,NULL
1669,910,"""Crocalor""","""Fire Croc Pokémon""",NULL,NULL,NULL,1.0,30.7,"""Fire""",NULL,"""Blaze""","""Powers up Fire-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Unaware""","""When attacking, the Pokémon ignores the target Pokémon's stat changes.""",NULL,NULL,87.5,12.5,50,"""Scarlet""",81,55,78,49,58,90,411,0,0,0,2,0,0,2,45,"""Medium Slow""",1059860,"""Field""",NULL,20,1643,"""Level 16"""
1670,911,"""Skeledirge""","""Singer Pokémon""",NULL,NULL,NULL,1.6,326.5,"""Fire""","""Ghost""","""Blaze""","""Powers up Fire-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Unaware""","""When attacking, the Pokémon ignores the target Pokémon's stat changes.""",NULL,NULL,87.5,12.5,50,"""Scarlet""",104,75,100,110,75,66,530,0,0,0,3,0,0,3,45,"""Medium Slow""",1059860,"""Field""",NULL,20,1669,"""Level 36"""
1644,912,"""Quaxly""","""Duckling Pokémon""",NULL,NULL,NULL,0.5,6.1,"""Water""",NULL,"""Torrent""","""Powers up Water-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Moxie""","""The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.""",NULL,NULL,87.5,12.5,50,"""Scarlet""",55,65,45,50,45,50,310,0,1,0,0,0,0,1,45,"""Medium Slow""",1059860,"""Flying""","""Water 1""",20,NULL,NULL
1674,913,"""Quaxwell""","""Practicing Pokémon""",NULL,NULL,NULL,1.2,21.5,"""Water""",NULL,"""Torrent""","""Powers up Water-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Moxie""","""The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.""",NULL,NULL,87.5,12.5,50,"""Scarlet""",70,85,65,65,60,65,410,0,2,0,0,0,0,2,45,"""Medium Slow""",1059860,"""Flying""","""Water 1""",20,1644,"""Level 16"""
1675,914,"""Quaquaval""","""Dancer Pokémon""",NULL,NULL,NULL,1.8,61.9,"""Water""","""Fighting""","""Torrent""","""Powers up Water-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Moxie""","""The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.""",NULL,NULL,87.5,12.5,50,"""Scarlet""",85,120,80,85,75,85,530,0,3,0,0,0,0,3,45,"""Medium Slow""",1059860,"""Flying""","""Water 1""",20,1674,"""Level 36"""
1649,915,"""Lechonk""","""Hog Pokémon""",NULL,NULL,NULL,0.5,10.2,"""Normal""",NULL,"""Aroma Veil""","""Protects itself and its allies from attacks that limit their move choices.""","""Gluttony""","""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""","""Thick Fat""","""The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.""",NULL,NULL,50,50,50,"""Scarlet""",54,45,40,35,45,35,254,1,0,0,0,0,0,1,255,"""Medium Fast""",1000000,"""Field""",NULL,15,NULL,NULL
1676,916,"""Oinkologne""","""Hog Pokémon""",NULL,NULL,NULL,1.0,120.0,"""Normal""",NULL,"""Lingering Aroma""","""Contact with the Pokémon changes the attacker's Ability to Lingering Aroma.""","""Gluttony""","""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""","""Thick Fat""","""The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.""",NULL,NULL,100,0,50,"""Scarlet""",110,100,75,59,80,65,489,2,0,0,0,0,0,2,100,"""Medium Fast""",1000000,"""Field""",NULL,15,1649,"""Level 18"""
1677,916,"""Oinkologne""","""Hog Pokémon""","""Female""",1676,NULL,1.0,120.0,"""Normal""",NULL,"""Aroma Veil""","""Protects itself and its allies from attacks that limit their move choices.""","""Gluttony""","""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""","""Thick Fat""","""The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.""",NULL,NULL,0,100,50,"""Scarlet""",115,90,70,59,90,65,489,2,0,0,0,0,0,2,100,"""Medium Fast""",1000000,"""Field""",NULL,15,1649,"""Level 18"""
1712,917,"""Tarountula""","""String Ball Pokémon""",NULL,NULL,NULL,0.3,4.0,"""Bug""",NULL,"""Insomnia""","""The Pokémon is suffering from insomnia and cannot fall asleep.""",NULL,NULL,"""Stakeout""","""Doubles the damage dealt to the target's replacement if the target switches out.""",NULL,NULL,50,50,50,"""Scarlet""",35,41,45,29,40,20,210,0,0,1,0,0,0,1,255,"""Erratic""",600000,"""Bug""",NULL,15,NULL,NULL
1713,918,"""Spidops""","""Trap Pokémon""",NULL,NULL,NULL,1.0,16.5,"""Bug""",NULL,"""Insomnia""","""The Pokémon is suffering from insomnia and cannot fall asleep.""",NULL,NULL,"""Stakeout""","""Doubles the damage dealt to the target's replacement if the target switches out.""",NULL,NULL,50,50,50,"""Scarlet""",60,79,92,52,86,35,404,0,0,2,0,0,0,2,120,"""Erratic""",600000,"""Bug""",NULL,15,1712,"""Level 15"""
1714,919,"""Nymble""","""Grasshopper Pokémon""",NULL,NULL,NULL,0.2,1.0,"""Bug""",NULL,"""Swarm""","""Powers up Bug-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Tinted Lens""","""The Pokémon can use """"not very effective"""" moves to deal regular damage.""",NULL,NULL,50,50,20,"""Scarlet""",33,46,40,21,25,45,210,0,1,0,0,0,0,1,190,"""Medium Fast""",1000000,"""Bug""",NULL,20,NULL,NULL
1715,920,"""Lokix""","""Grasshopper Pokémon""",NULL,NULL,NULL,1.0,17.5,"""Bug""","""Dark""","""Swarm""","""Powers up Bug-type moves when the Pokémon's HP is low.""",NULL,NULL,"""Tinted Lens""","""The Pokémon can use """"not very effective"""" moves to deal regular damage.""",NULL,NULL,50,50,0,"""Scarlet""",71,102,78,52,55,92,450,0,2,0,0,0,0,2,30,"""Medium Fast""",1000000,"""Bug""",NULL,20,1714,"""Level 24"""
1650,921,"""Pawmi""","""Mouse Pokémon""",NULL,NULL,NULL,0.3,2.5,"""Electric""",NULL,"""Static""","""The Pokémon is charged with static electricity, so contact with it may cause paralysis.""","""Natural Cure""","""All status conditions heal when the Pokémon switches out.""","""Iron Fist""","""Powers up punching moves.""",NULL,NULL,50,50,50,"""Scarlet""",45,50,20,40,25,60,240,0,0,0,0,0,1,1,190,"""Medium Fast""",1000000,"""Field""",NULL,15,NULL,NULL
1698,922,"""Pawmo""","""Mouse Pokémon""",NULL,NULL,NULL,0.4,6.5,"""Electric""","""Fighting""","""Volt Absorb""","""Restores HP if hit by an Electric-type move instead of taking damage.""","""Natural Cure""","""All status conditions heal when the Pokémon switches out.""","""Iron Fist""","""Powers up punching moves.""",NULL,NULL,50,50,50,"""Scarlet""",60,75,40,50,40,85,350,0,0,0,0,0,2,2,80,"""Medium Fast""",1000000,"""Field""",NULL,15,1650,"""Level 18"""
1699,923,"""Pawmot""","""Mouse Pokémon""",NULL,NULL,NULL,0.9,41.0,"""Electric""","""Fighting""","""Volt Absorb""","""Restores HP if hit by an Electric-type move instead of taking damage.""","""Natural Cure""","""All status conditions heal when the Pokémon switches out.""","""Iron Fist""","""Powers up punching moves.""",NULL,NULL,50,50,50,"""Scarlet""",70,115,70,70,60,105,490,0,3,0,0,0,0,3,45,"""Medium Fast""",1000000,"""Field""",NULL,15,1698,"""After Walking 1000 Steps using Let's Go"""
1691,924,"""Tandemaus""","""Couple Pokémon""",NULL,NULL,NULL,0.3,1.8,"""Normal""",NULL,"""Run Away""","""Enables a sure getaway from wild Pokémon.""","""Pickup""","""The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.""","""Own Tempo""","""This Pokémon has its own tempo, and that prevents it from becoming confused.""",NULL,NULL,0,0,50,"""Scarlet""",50,50,45,40,45,75,305,0,0,0,0,0,1,1,150,"""Fast""",800000,"""Field""","""Fairy""",10,NULL,NULL
1692,925,"""Maushold""","""Family Pokémon""",NULL,NULL,NULL,0.3,2.8,"""Normal""",NULL,"""Friend Guard""","""Reduces damage done to allies.""","""Cheek Pouch""","""Restores HP as well when the Pokémon eats a Berry.""","""Technician""","""Powers up the Pokémon's weaker moves.""",NULL,NULL,0,0,50,"""Scarlet""",74,75,70,65,75,111,470,0,0,0,0,0,2,2,75,"""Fast""",800000,"""Field""","""Fairy""",10,1691,"""Level 25 in a Fight"""
1653,926,"""Fidough""","""Puppy Pokémon""",NULL,NULL,NULL,0.3,10.9,"""Fairy""",NULL,"""Own Tempo""","""This Pokémon has its own tempo, and that prevents it from becoming confused.""",NULL,NULL,"""Klutz""","""The Pokémon can't use any held items.""",NULL,NULL,50,50,50,"""Scarlet""",37,55,70,30,55,65,312,0,0,0,0,0,1,1,190,"""Medium Slow""",1059860,"""Field""","""Mineral""",20,NULL,NULL
1710,927,"""Dachsbun""","""Dog Pokémon""",NULL,NULL,NULL,0.5,14.9,"""Fairy""",NULL,"""Well-Baked Body""","""Game's Text: The Pokémon takes no damage when hit by Fire-type moves. Instead, its Defense stat is sharply boosted.""",NULL,NULL,"""Aroma Veil""","""Protects itself and its allies from attacks that limit their move choices.""",NULL,NULL,50,50,50,"""Scarlet""",57,80,115,50,80,95,477,0,0,0,0,0,2,2,90,"""Medium Slow""",1059860,"""Field""","""Mineral""",20,1653,"""Level 26"""
1651,928,"""Smoliv""","""Olive Pokémon""",NULL,NULL,NULL,0.3,6.5,"""Grass""","""Normal""","""Early Bird""","""The Pokémon awakens from sleep twice as fast as other Pokémon.""",NULL,NULL,"""Harvest""","""May create another Berry after one is used.""",NULL,NULL,50,50,50,"""Scarlet""",41,35,45,58,51,30,260,0,0,0,1,0,0,1,255,"""Medium Slow""",1059860,"""Grass""",NULL,20,NULL,NULL
1696,929,"""Dolliv""","""Olive Pokémon""",NULL,NULL,NULL,0.6,11.9,"""Grass""","""Normal""","""Early Bird""","""The Pokémon awakens from sleep twice as fast as other Pokémon.""",NULL,NULL,"""Harvest""","""May create another Berry after one is used.""",NULL,NULL,50,50,50,"""Scarlet""",52,53,60,78,78,33,354,0,0,0,2,0,0,2,120,"""Medium Slow""",1059860,"""Grass""",NULL,20,1651,"""Level 25"""
1697,930,"""Arboliva""","""Olive Pokémon""",NULL,NULL,NULL,1.4,48.2,"""Grass""","""Normal""","""Seed Sower""","""Turns the ground into Grassy Terrain when the Pokémon is hit by an attack.""",NULL,NULL,"""Harvest""","""May create another Berry after one is used.""",NULL,NULL,50,50,50,"""Scarlet""",78,69,90,125,109,39,510,0,0,0,3,0,0,3,45,"""Medium Slow""",1059860,"""Grass""",NULL,20,1696,"""Level 35"""
1734,931,"""Squawkabilly""","""Parrot Pokémon""",NULL,NULL,NULL,0.6,2.4,"""Normal""","""Flying""","""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""","""Hustle""","""Boosts the Attack stat, but lowers accuracy.""","""Guts""","""It's so gutsy that having a status condition boosts the Pokémon's Attack stat.""",NULL,NULL,50,50,50,"""Scarlet""",82,96,51,45,51,92,417,0,1,0,0,0,0,1,190,"""Erratic""",600000,"""Flying""",NULL,15,NULL,NULL
1735,931,"""Squawkabilly""","""Parrot Pokémon""","""Blue Plumage""",1734,NULL,0.6,2.4,"""Normal""","""Flying""","""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""","""Hustle""","""Boosts the Attack stat, but lowers accuracy.""","""Guts""","""It's so gutsy that having a status condition boosts the Pokémon's Attack stat.""",NULL,NULL,50,50,50,"""Scarlet""",82,96,51,45,51,92,417,0,1,0,0,0,0,1,190,"""Erratic""",600000,"""Flying""",NULL,15,NULL,NULL
1736,931,"""Squawkabilly""","""Parrot Pokémon""","""Yellow Plumage""",1734,NULL,0.6,2.4,"""Normal""","""Flying""","""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""","""Hustle""","""Boosts the Attack stat, but lowers accuracy.""","""Sheer Force""","""Removes additional effects to increase the power of moves when attacking.""",NULL,NULL,50,50,50,"""Scarlet""",82,96,51,45,51,92,417,0,1,0,0,0,0,1,190,"""Erratic""",600000,"""Flying""",NULL,15,NULL,NULL
1737,931,"""Squawkabilly""","""Parrot Pokémon""","""White Plumage""",1734,NULL,0.6,2.4,"""Normal""","""Flying""","""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""","""Hustle""","""Boosts the Attack stat, but lowers accuracy.""","""Sheer Force""","""Removes additional effects to increase the power of moves when attacking.""",NULL,NULL,50,50,50,"""Scarlet""",82,96,51,45,51,92,417,0,1,0,0,0,0,1,190,"""Erratic""",600000,"""Flying""",NULL,15,NULL,NULL
1750,932,"""Nacli""","""Rock Salt Pokémon""",NULL,NULL,NULL,0.4,16.0,"""Rock""",NULL,"""Purifying Salt""","""The Pokémon's pure salt protects it from status conditions and halves the damage taken from Ghost-type moves.""","""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""","""Clear Body""","""Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.""",NULL,NULL,50,50,50,"""Scarlet""",55,55,75,35,35,25,280,0,0,1,0,0,0,1,255,"""Medium Slow""",1059860,"""Mineral""",NULL,20,NULL,NULL
1751,933,"""Naclstack""","""Rock Salt Pokémon""",NULL,NULL,NULL,0.6,105.0,"""Rock""",NULL,"""Purifying Salt""","""The Pokémon's pure salt protects it from status conditions and halves the damage taken from Ghost-type moves.""","""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""","""Clear Body""","""Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.""",NULL,NULL,50,50,50,"""Scarlet""",60,60,100,35,65,35,355,0,0,2,0,0,0,2,120,"""Medium Slow""",1059860,"""Mineral""",NULL,20,1750,"""Level 24"""
1752,934,"""Garganacl""","""Rock Salt Pokémon""",NULL,NULL,NULL,2.3,240.0,"""Rock""",NULL,"""Purifying Salt""","""The Pokémon's pure salt protects it from status conditions and halves the damage taken from Ghost-type moves.""","""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""","""Clear Body""","""Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.""",NULL,NULL,50,50,50,"""Scarlet""",100,100,130,45,90,35,500,0,0,3,0,0,0,3,45,"""Medium Slow""",1059860,"""Mineral""",NULL,20,1751,"""Level 38"""
1668,935,"""Charcadet""","""Fire Child Pokémon""",NULL,NULL,NULL,0.6,10.5,"""Fire""",NULL,"""Flash Fire""","""Powers up the Pokémon's Fire-type moves if it's hit by one.""",NULL,NULL,"""Flame Body""","""Contact with the Pokémon may burn the attacker.""",NULL,NULL,50,50,50,"""Scarlet""",40,50,40,50,40,35,255,0,0,0,1,0,0,1,90,"""Slow""",1250000,"""Human-Like""",NULL,35,NULL,NULL
1658,936,"""Armarouge""","""Fire Warrior Pokémon""",NULL,NULL,NULL,1.5,85.0,"""Fire""","""Psychic""","""Flash Fire""","""Powers up the Pokémon's Fire-type moves if it's hit by one.""",NULL,NULL,"""Weak Armor""","""Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.""",NULL,NULL,50,50,0,"""Scarlet""",85,60,100,125,80,75,525,0,0,0,2,0,0,2,25,"""Slow""",1250000,"""Human-Like""",NULL,35,1668,"""Auspicious Armor"""
